Location,Household Type,TimeFrame,DataFormat,Data,Fips
The Rockaways,All Households,2009,Dollars,70218.88191,414
Jackson Heights,All Households,2009,Dollars,70137.3032,403
Throgs Neck,Families with Children,2009,Dollars,69661.42734,210
Woodhaven,Families with Children,2009,Dollars,69547.21714,409
Jamaica/St. Albans,Families with Children,2009,Dollars,69212.74439,412
New York City,All Households,2009,Dollars,68027.13368,3651000
East Flatbush,Families with Children,2009,Dollars,67859.89731,317
Sunset Park,Families without Children,2009,Dollars,67854.45873,307
Unionport/Soundview,Families without Children,2009,Dollars,67853.09908,209
Astoria,Families,2009,Dollars,67786.47646,401
Central Harlem,Families without Children,2009,Dollars,67450.64407,110
Flatbush/Midwood,Families,2009,Dollars,67396.25826,314
Pelham Parkway,Families with Children,2009,Dollars,67272.53054,211
New York City,Families with Children,2009,Dollars,66908.14559,3651000
Sheepshead Bay,All Households,2009,Dollars,66878.23339,315
Brooklyn,Families,2009,Dollars,66392.84002,36047
Manhattanville,Families with Children,2009,Dollars,65778.28035,109
Pelham Parkway,All Households,2009,Dollars,65101.17698,211
East Flatbush,All Households,2009,Dollars,65057.66832,317
Astoria,All Households,2009,Dollars,64494.77518,401
Borough Park,Families without Children,2009,Dollars,64459.42439,312
Bedford Park,Families without Children,2009,Dollars,63978.10996,207
East New York,Families without Children,2009,Dollars,63510.39196,305
Throgs Neck,All Households,2009,Dollars,63103.85802,210
Williamsbridge,All Households,2009,Dollars,62768.02563,212
Bronx,Families without Children,2009,Dollars,62069.16794,36005
Coney Island,Families with Children,2009,Dollars,61929.12447,313
Manhattanville,Families,2009,Dollars,61925.04554,109
Borough Park,Families,2009,Dollars,61492.67833,312
Manhattanville,Families without Children,2009,Dollars,60996.40779,109
Crown Heights South,Families with Children,2009,Dollars,60682.32973,309
Crown Heights South,Families,2009,Dollars,60119.43657,309
Williamsburg/Greenpoint,Families without Children,2009,Dollars,60088.16473,301
Crown Heights North,Families,2009,Dollars,59479.04363,308
Brooklyn,Families with Children,2009,Dollars,59133.69372,36047
Bensonhurst,Families without Children,2009,Dollars,58918.86977,311
Elmhurst/Corona,All Households,2009,Dollars,58872.64182,404
Brooklyn,All Households,2009,Dollars,58690.44935,36047
Crown Heights South,Families without Children,2009,Dollars,58678.21255,309
Elmhurst/Corona,Families,2009,Dollars,58324.70476,404
Borough Park,Families with Children,2009,Dollars,58249.92428,312
Coney Island,Families,2009,Dollars,58217.29279,313
Bensonhurst,Families,2009,Dollars,57957.60053,311
Williamsbridge,Families with Children,2009,Dollars,57145.89229,212
Washington Heights,Families without Children,2009,Dollars,57050.71711,112
Bensonhurst,Families with Children,2009,Dollars,56823.65634,311
Coney Island,Families without Children,2009,Dollars,56094.88646,313
Lower East Side,All Households,2009,Dollars,56090.80752,103
Lower East Side,Families without Children,2009,Dollars,56090.80752,103
Sunset Park,Families,2009,Dollars,55775.36982,307
Borough Park,All Households,2009,Dollars,55712.82613,312
Flatbush/Midwood,Families with Children,2009,Dollars,55091.46822,314
Jackson Heights,Families with Children,2009,Dollars,55013.96844,403
Flatbush/Midwood,All Households,2009,Dollars,54891.60036,314
Central Harlem,Families,2009,Dollars,54339.58437,110
Unionport/Soundview,Families,2009,Dollars,54304.23359,209
Astoria,Families with Children,2009,Dollars,53718.22647,401
Williamsburg/Greenpoint,All Households,2009,Dollars,53341.60472,301
Concourse/Highbridge,Families without Children,2009,Dollars,53285.85925,204
Sunset Park,All Households,2009,Dollars,53220.59628,307
Manhattanville,All Households,2009,Dollars,52501.34392,109
Bensonhurst,All Households,2009,Dollars,52446.9581,311
Crown Heights North,All Households,2009,Dollars,52251.16917,308
University Heights,Families without Children,2009,Dollars,52225.33591,205
Washington Heights,Families,2009,Dollars,51919.41572,112
Central Harlem,Families with Children,2009,Dollars,51673.31992,110
Crown Heights South,All Households,2009,Dollars,51009.81301,309
Bronx,Families,2009,Dollars,50848.01522,36005
East New York,Families,2009,Dollars,50605.99835,305
Washington Heights,All Households,2009,Dollars,50431.96375,112
Bedford Stuyvesant,Families,2009,Dollars,49705.91316,303
Elmhurst/Corona,Families with Children,2009,Dollars,48740.56499,404
Bushwick,Families without Children,2009,Dollars,48694.33705,304
Crown Heights North,Families with Children,2009,Dollars,47816.00618,308
Lower East Side,Families,2009,Dollars,47345.56891,103
Williamsburg/Greenpoint,Families,2009,Dollars,46418.2908,301
Brownsville,Families without Children,2009,Dollars,46086.53735,316
Unionport/Soundview,All Households,2009,Dollars,45805.09077,209
East New York,All Households,2009,Dollars,45344.17102,305
Bronx,All Households,2009,Dollars,44722.8131,36005
Coney Island,All Households,2009,Dollars,44314.91951,313
Bedford Park,Families,2009,Dollars,44291.80555,207
Washington Heights,Families with Children,2009,Dollars,43726.1931,112
Concourse/Highbridge,Families,2009,Dollars,43520.88665,204
Sunset Park,Families with Children,2009,Dollars,43416.19397,307
Unionport/Soundview,Families with Children,2009,Dollars,43368.60638,209
Bushwick,All Households,2009,Dollars,43209.52788,304
Lower East Side,Families with Children,2009,Dollars,42854.66046,103
Central Harlem,All Households,2009,Dollars,42793.47641,110
Bushwick,Families,2009,Dollars,42748.60812,304
Bronx,Families with Children,2009,Dollars,41998.08391,36005
East New York,Families with Children,2009,Dollars,41727.51449,305
Bedford Stuyvesant,All Households,2009,Dollars,41005.54283,303
Brownsville,Families,2009,Dollars,40586.77208,316
Concourse/Highbridge,All Households,2009,Dollars,40042.91396,204
Bedford Park,All Households,2009,Dollars,40008.92282,207
Morrisania,Families without Children,2009,Dollars,39350.85449,203
East Tremont,Families without Children,2009,Dollars,39350.85449,206
Concourse/Highbridge,Families with Children,2009,Dollars,38502.43583,204
East Harlem,All Households,2009,Dollars,38033.3582,111
Williamsburg/Greenpoint,Families with Children,2009,Dollars,37896.03401,301
East Harlem,Families without Children,2009,Dollars,37730.15728,111
East Harlem,Families,2009,Dollars,36749.85303,111
Mott Haven,Families without Children,2009,Dollars,36101.30221,201
Hunts Point,Families without Children,2009,Dollars,36101.30221,202
Bedford Stuyvesant,Families with Children,2009,Dollars,35830.7328,303
Bedford Park,Families with Children,2009,Dollars,35815.7767,207
University Heights,Families,2009,Dollars,35734.19798,205
Bushwick,Families with Children,2009,Dollars,35269.19929,304
Morrisania,Families,2009,Dollars,35208.01525,203
East Tremont,Families,2009,Dollars,35208.01525,206
Brownsville,All Households,2009,Dollars,35137.31368,316
East Harlem,Families with Children,2009,Dollars,33696.08966,111
Brownsville,Families with Children,2009,Dollars,33027.14417,316
University Heights,All Households,2009,Dollars,32949.64439,205
Morrisania,Families with Children,2009,Dollars,32630.12774,203
East Tremont,Families with Children,2009,Dollars,32630.12774,206
Mott Haven,Families,2009,Dollars,32000.61197,201
Hunts Point,Families,2009,Dollars,32000.61197,202
Morrisania,All Households,2009,Dollars,31859.20885,203
East Tremont,All Households,2009,Dollars,31859.20885,206
University Heights,Families with Children,2009,Dollars,30725.26466,205
Mott Haven,Families with Children,2009,Dollars,30175.96796,201
Hunts Point,Families with Children,2009,Dollars,30175.96796,202
Mott Haven,All Households,2009,Dollars,26155.49678,201
Hunts Point,All Households,2009,Dollars,26155.49678,202
Upper East Side,Families with Children,2008,Dollars,273131.96088,108
Battery Park/Tribeca,Families with Children,2008,Dollars,262270.86846,101
Greenwich Village,Families with Children,2008,Dollars,262270.86846,102
Upper West Side,Families with Children,2008,Dollars,259543.64582,107
Upper East Side,Families,2008,Dollars,248544.62176,108
Battery Park/Tribeca,Families,2008,Dollars,240689.34656,101
Greenwich Village,Families,2008,Dollars,240689.34656,102
Murray Hill/Stuyvesant,Families with Children,2008,Dollars,234429.16202,106
Battery Park/Tribeca,Families without Children,2008,Dollars,233953.91241,101
Greenwich Village,Families without Children,2008,Dollars,233953.91241,102
Upper East Side,Families without Children,2008,Dollars,224981.5275,108
Upper West Side,Families,2008,Dollars,217219.11716,107
Murray Hill/Stuyvesant,Families,2008,Dollars,214579.29676,106
Murray Hill/Stuyvesant,Families without Children,2008,Dollars,207779.6766,106
Upper West Side,Families without Children,2008,Dollars,177388.28331,107
Chelsea/Clinton,Families without Children,2008,Dollars,167182.7076,104
Midtown Business District,Families without Children,2008,Dollars,167182.7076,105
Park Slope,Families with Children,2008,Dollars,157337.66607,306
Chelsea/Clinton,Families,2008,Dollars,155296.00466,104
Midtown Business District,Families,2008,Dollars,155296.00466,105
Upper East Side,All Households,2008,Dollars,150473.85989,108
Murray Hill/Stuyvesant,All Households,2008,Dollars,147263.19369,106
Park Slope,Families,2008,Dollars,147141.64997,306
Battery Park/Tribeca,All Households,2008,Dollars,144366.62925,101
Greenwich Village,All Households,2008,Dollars,144366.62925,102
Park Slope,Families without Children,2008,Dollars,141741.83109,306
Upper West Side,All Households,2008,Dollars,140671.15381,107
Tottenville,Families with Children,2008,Dollars,136585.09968,503
Tottenville,Families,2008,Dollars,134241.62745,503
Tottenville,Families without Children,2008,Dollars,130009.44772,503
Tottenville,All Households,2008,Dollars,123984.15666,503
Fort Greene/Brooklyn Hts,Families without Children,2008,Dollars,123287.67016,302
Rego Park/Forest Hills,Families with Children,2008,Dollars,122688.14551,406
Bayside,Families without Children,2008,Dollars,120014.18361,411
South Beach,Families without Children,2008,Dollars,119566.2472,502
Queens Village,Families without Children,2008,Dollars,118387.68279,413
Rego Park/Forest Hills,Families,2008,Dollars,118319.39979,406
Bayside,Families,2008,Dollars,117071.18673,411
Rego Park/Forest Hills,Families without Children,2008,Dollars,116501.70659,406
Staten Island,Families without Children,2008,Dollars,116339.19307,36085
Chelsea/Clinton,Families with Children,2008,Dollars,115443.32024,104
Midtown Business District,Families with Children,2008,Dollars,115443.32024,105
South Beach,Families,2008,Dollars,114737.27412,502
Bayside,Families with Children,2008,Dollars,114636.2153,411
Staten Island,Families,2008,Dollars,114294.80035,36085
Manhattan,Families without Children,2008,Dollars,113620.16441,36061
Staten Island,Families with Children,2008,Dollars,112638.25501,36085
Queens Village,Families,2008,Dollars,111097.79074,413
Park Slope,All Households,2008,Dollars,111060.91793,306
Fort Greene/Brooklyn Hts,Families,2008,Dollars,108815.77322,302
South Beach,Families with Children,2008,Dollars,108713.34873,502
Chelsea/Clinton,All Households,2008,Dollars,108341.88926,104
Midtown Business District,All Households,2008,Dollars,108341.88926,105
Manhattan,Families,2008,Dollars,108066.02598,36061
Queens Village,Families with Children,2008,Dollars,106476.39797,413
Canarsie,Families without Children,2008,Dollars,104572.6682,318
Throgs Neck,Families without Children,2008,Dollars,103667.23575,210
South Beach,All Households,2008,Dollars,103024.00999,502
Throgs Neck,Families,2008,Dollars,102929.77945,210
Queens Village,All Households,2008,Dollars,102285.18803,413
Fort Greene/Brooklyn Hts,Families with Children,2008,Dollars,101277.33109,302
Bayside,All Households,2008,Dollars,101056.09421,411
Staten Island,All Households,2008,Dollars,100897.67766,36085
Throgs Neck,Families with Children,2008,Dollars,99321.70625,210
Riverdale,Families without Children,2008,Dollars,98405.34852,208
Manhattan,Families with Children,2008,Dollars,97743.00352,36061
St. George,Families without Children,2008,Dollars,97613.26584,501
Fresh Meadows/Briarwood,Families without Children,2008,Dollars,97572.29604,408
Canarsie,Families,2008,Dollars,96258.53132,318
Fresh Meadows/Briarwood,Families,2008,Dollars,95790.11,408
Manhattan,All Households,2008,Dollars,94253.74272,36061
Flushing,Families without Children,2008,Dollars,92345.91597,407
Queens,Families without Children,2008,Dollars,92194.32773,36081
Howard Beach,Families without Children,2008,Dollars,91096.33726,410
Rego Park/Forest Hills,All Households,2008,Dollars,90812.28001,406
Fresh Meadows/Briarwood,Families with Children,2008,Dollars,90451.74583,408
Bay Ridge,Families without Children,2008,Dollars,90091.21164,310
Canarsie,Families with Children,2008,Dollars,89734.77443,318
Flushing,Families,2008,Dollars,89540.85074,407
Ridgewood/Glendale,Families without Children,2008,Dollars,89154.36901,405
Sheepshead Bay,Families with Children,2008,Dollars,87567.47232,315
Bay Ridge,Families,2008,Dollars,86846.40394,310
Howard Beach,Families,2008,Dollars,86630.62969,410
Queens,Families,2008,Dollars,86573.27198,36081
Ridgewood/Glendale,Families,2008,Dollars,85919.12093,405
St. George,Families,2008,Dollars,85662.37689,501
Astoria,Families without Children,2008,Dollars,85613.21314,401
Canarsie,All Households,2008,Dollars,85249.94763,318
Flushing,Families with Children,2008,Dollars,85200.78388,407
New York City,Families without Children,2008,Dollars,84934.48022,3651000
Sunnyside/Woodside,Families without Children,2008,Dollars,84923.55494,402
Fort Greene/Brooklyn Hts,All Households,2008,Dollars,84918.0923,302
Jamaica/St. Albans,Families without Children,2008,Dollars,84608.08753,412
Bay Ridge,Families with Children,2008,Dollars,84134.20357,310
Riverdale,Families,2008,Dollars,84026.31645,208
The Rockaways,Families without Children,2008,Dollars,83036.21308,414
Howard Beach,Families with Children,2008,Dollars,83025.2878,410
Jackson Heights,Families without Children,2008,Dollars,82885.99051,403
Ridgewood/Glendale,Families with Children,2008,Dollars,82843.65506,405
Jamaica/St. Albans,Families,2008,Dollars,82789.02866,412
Fresh Meadows/Briarwood,All Households,2008,Dollars,82630.61212,408
Woodhaven,Families without Children,2008,Dollars,82606.03025,409
The Rockaways,Families,2008,Dollars,81002.74564,414
Queens,Families with Children,2008,Dollars,81002.74564,36081
Sheepshead Bay,Families,2008,Dollars,80963.14151,315
Jamaica/St. Albans,Families with Children,2008,Dollars,80862.08268,412
Astoria,Families,2008,Dollars,80605.33863,401
Throgs Neck,All Households,2008,Dollars,79821.4499,210
The Rockaways,Families with Children,2008,Dollars,79556.51191,414
Howard Beach,All Households,2008,Dollars,79018.44194,410
Pelham Parkway,Families without Children,2008,Dollars,78700.2432,211
Sunset Park,Families without Children,2008,Dollars,78584.16212,307
Riverdale,All Households,2008,Dollars,77341.4117,208
New York City,Families,2008,Dollars,77230.79326,3651000
Flatbush/Midwood,Families without Children,2008,Dollars,77166.60724,314
Flushing,All Households,2008,Dollars,76761.00628,407
Woodhaven,Families,2008,Dollars,76711.84254,409
Queens,All Households,2008,Dollars,76523.38148,36081
Sheepshead Bay,Families without Children,2008,Dollars,76348.57702,315
Williamsbridge,Families without Children,2008,Dollars,76171.04125,212
St. George,All Households,2008,Dollars,75948.4387,501
Astoria,Families with Children,2008,Dollars,75673.94108,401
Sunnyside/Woodside,Families,2008,Dollars,75613.85205,402
East Flatbush,Families without Children,2008,Dollars,75378.95856,317
Williamsbridge,Families,2008,Dollars,74918.73121,212
Bay Ridge,All Households,2008,Dollars,74891.41801,310
Sunnyside/Woodside,All Households,2008,Dollars,74179.90925,402
Ridgewood/Glendale,All Households,2008,Dollars,73503.90765,405
Williamsbridge,Families with Children,2008,Dollars,72751.4291,212
East Flatbush,Families,2008,Dollars,72494.68505,317
Woodhaven,Families with Children,2008,Dollars,71770.88536,409
Riverdale,Families with Children,2008,Dollars,71638.41636,208
Brooklyn,Families without Children,2008,Dollars,71526.43225,36047
Jamaica/St. Albans,All Households,2008,Dollars,71413.08249,412
Unionport/Soundview,Families without Children,2008,Dollars,71402.15722,209
Woodhaven,All Households,2008,Dollars,71271.05388,409
Astoria,All Households,2008,Dollars,71103.07772,401
Manhattanville,Families without Children,2008,Dollars,71015.67549,109
St. George,Families with Children,2008,Dollars,70935.10157,501
East Flatbush,Families with Children,2008,Dollars,70196.2796,317
Borough Park,Families without Children,2008,Dollars,70103.41474,312
Flatbush/Midwood,Families,2008,Dollars,69842.57372,314
New York City,All Households,2008,Dollars,69807.06656,3651000
Pelham Parkway,Families,2008,Dollars,69337.27959,211
Jackson Heights,Families,2008,Dollars,69260.80264,403
New York City,Families with Children,2008,Dollars,68505.59276,3651000
Elmhurst/Corona,Families without Children,2008,Dollars,68423.65318,404
Brooklyn,Families,2008,Dollars,67194.55935,36047
Washington Heights,Families without Children,2008,Dollars,66638.73582,112
Bronx,Families without Children,2008,Dollars,66222.20957,36005
Bedford Stuyvesant,Families without Children,2008,Dollars,66182.60544,303
Coney Island,Families with Children,2008,Dollars,65990.04741,313
Bensonhurst,Families without Children,2008,Dollars,65876.69764,311
Jackson Heights,All Households,2008,Dollars,65518.89477,403
Crown Heights South,Families without Children,2008,Dollars,63798.16343,309
Bedford Park,Families without Children,2008,Dollars,63672.52272,207
Bensonhurst,Families,2008,Dollars,63566.00125,311
Williamsbridge,All Households,2008,Dollars,63496.35261,212
Sheepshead Bay,All Households,2008,Dollars,63365.24927,315
Borough Park,Families,2008,Dollars,63227.31763,312
The Rockaways,All Households,2008,Dollars,63045.68487,414
Sunnyside/Woodside,Families with Children,2008,Dollars,62876.34306,402
Flatbush/Midwood,Families with Children,2008,Dollars,61898.53064,314
Crown Heights South,Families,2008,Dollars,61546.1904,309
East New York,Families without Children,2008,Dollars,61233.45431,305
Sunset Park,Families,2008,Dollars,61178.82791,307
Crown Heights North,Families without Children,2008,Dollars,61070.9408,308
Brooklyn,Families with Children,2008,Dollars,60972.61329,36047
Sunset Park,All Households,2008,Dollars,59960.65937,307
Pelham Parkway,All Households,2008,Dollars,59519.55125,211
East Flatbush,All Households,2008,Dollars,59518.18559,317
Brooklyn,All Households,2008,Dollars,59239.591,36047
Bensonhurst,Families with Children,2008,Dollars,58254.95028,311
Pelham Parkway,Families with Children,2008,Dollars,58151.16013,211
Unionport/Soundview,Families,2008,Dollars,57888.95345,209
Williamsburg/Greenpoint,Families without Children,2008,Dollars,57737.36521,301
Manhattanville,Families,2008,Dollars,57659.5226,109
Bushwick,Families without Children,2008,Dollars,57628.11242,304
Elmhurst/Corona,All Households,2008,Dollars,57166.51941,404
Elmhurst/Corona,Families,2008,Dollars,57025.85645,404
Crown Heights North,Families,2008,Dollars,56709.02338,308
Jackson Heights,Families with Children,2008,Dollars,56665.32226,403
Flatbush/Midwood,All Households,2008,Dollars,56541.04723,314
Central Harlem,Families without Children,2008,Dollars,56493.24912,110
Williamsburg/Greenpoint,All Households,2008,Dollars,56330.73562,301
Central Harlem,Families,2008,Dollars,56098.57344,110
Crown Heights South,Families with Children,2008,Dollars,55998.88028,309
Williamsburg/Greenpoint,Families,2008,Dollars,55650.63703,301
Central Harlem,Families with Children,2008,Dollars,55549.5782,110
Bedford Stuyvesant,Families,2008,Dollars,55430.7658,303
Brownsville,Families without Children,2008,Dollars,54965.07581,316
Borough Park,All Households,2008,Dollars,54814.85323,312
Unionport/Soundview,All Households,2008,Dollars,54813.48757,209
Washington Heights,Families,2008,Dollars,54630.48916,112
Coney Island,Families,2008,Dollars,54536.25863,313
University Heights,Families without Children,2008,Dollars,54474.80394,205
East New York,Families,2008,Dollars,54439.29678,305
Sunset Park,Families with Children,2008,Dollars,54384.67039,307
Borough Park,Families with Children,2008,Dollars,53772.8548,312
Crown Heights North,All Households,2008,Dollars,53339.94064,308
Coney Island,Families without Children,2008,Dollars,52896.10121,313
Bronx,Families,2008,Dollars,52864.69103,36005
Bensonhurst,All Households,2008,Dollars,52790.94539,311
Bedford Stuyvesant,All Households,2008,Dollars,52713.10279,303
Bushwick,Families,2008,Dollars,51792.64808,304
Washington Heights,All Households,2008,Dollars,51729.82773,112
East New York,Families with Children,2008,Dollars,51541.36668,305
Manhattanville,All Households,2008,Dollars,51311.93583,109
Williamsburg/Greenpoint,Families with Children,2008,Dollars,51086.60196,301
Crown Heights South,All Households,2008,Dollars,50986.9088,309
Concourse/Highbridge,Families without Children,2008,Dollars,50952.7673,204
Lower East Side,Families without Children,2008,Dollars,50732.89607,103
East Harlem,Families without Children,2008,Dollars,50724.70212,111
Lower East Side,All Households,2008,Dollars,49898.47793,103
Lower East Side,Families,2008,Dollars,49588.47316,103
Bushwick,All Households,2008,Dollars,49223.84199,304
East New York,All Households,2008,Dollars,49139.17108,305
Bushwick,Families with Children,2008,Dollars,48715.81654,304
Bronx,All Households,2008,Dollars,47843.15993,36005
Unionport/Soundview,Families with Children,2008,Dollars,47626.02002,209
Lower East Side,Families with Children,2008,Dollars,47538.61779,103
Bedford Park,Families,2008,Dollars,47313.28392,207
Brownsville,Families,2008,Dollars,45849.29661,316
Crown Heights North,Families with Children,2008,Dollars,45791.9389,308
Central Harlem,All Households,2008,Dollars,45281.18213,110
Coney Island,All Households,2008,Dollars,44374.38402,313
Washington Heights,Families with Children,2008,Dollars,44164.07241,112
Bronx,Families with Children,2008,Dollars,43488.07081,36005
Elmhurst/Corona,Families with Children,2008,Dollars,43341.94521,404
East Harlem,Families,2008,Dollars,42873.5239,111
Bedford Park,All Households,2008,Dollars,42858.50164,207
Bedford Stuyvesant,Families with Children,2008,Dollars,42357.30449,303
Manhattanville,Families with Children,2008,Dollars,42035.00877,109
Morrisania,Families without Children,2008,Dollars,41998.13596,203
East Tremont,Families without Children,2008,Dollars,41998.13596,206
East Harlem,All Households,2008,Dollars,41425.92451,111
Bedford Park,Families with Children,2008,Dollars,39042.84815,207
Concourse/Highbridge,Families,2008,Dollars,38514.3378,204
University Heights,Families,2008,Dollars,37466.87673,205
Brownsville,All Households,2008,Dollars,37343.96736,316
University Heights,All Households,2008,Dollars,36803.16607,205
Brownsville,Families with Children,2008,Dollars,36633.82425,316
East Harlem,Families with Children,2008,Dollars,36418.05001,111
Concourse/Highbridge,All Households,2008,Dollars,33826.0277,204
Mott Haven,Families without Children,2008,Dollars,33686.73039,201
Hunts Point,Families without Children,2008,Dollars,33686.73039,202
Morrisania,Families,2008,Dollars,32905.57299,203
East Tremont,Families,2008,Dollars,32905.57299,206
Mott Haven,Families,2008,Dollars,31911.37265,201
Hunts Point,Families,2008,Dollars,31911.37265,202
Mott Haven,Families with Children,2008,Dollars,31366.47439,201
Hunts Point,Families with Children,2008,Dollars,31366.47439,202
Concourse/Highbridge,Families with Children,2008,Dollars,29109.03873,204
University Heights,Families with Children,2008,Dollars,29020.27084,205
Morrisania,All Households,2008,Dollars,28729.3853,203
East Tremont,All Households,2008,Dollars,28729.3853,206
Mott Haven,All Households,2008,Dollars,26191.98939,201
Hunts Point,All Households,2008,Dollars,26191.98939,202
Morrisania,Families with Children,2008,Dollars,25682.59829,203
East Tremont,Families with Children,2008,Dollars,25682.59829,206
Upper East Side,Families with Children,2007,Dollars,278729.60743,108
Upper West Side,Families with Children,2007,Dollars,273406.0131,107
Upper East Side,Families,2007,Dollars,252603.98315,108
Upper East Side,Families without Children,2007,Dollars,232942.72341,108
Upper West Side,Families,2007,Dollars,227616.29135,107
Battery Park/Tribeca,Families without Children,2007,Dollars,221425.76841,101
Greenwich Village,Families without Children,2007,Dollars,221425.76841,102
Battery Park/Tribeca,Families,2007,Dollars,200057.60996,101
Greenwich Village,Families,2007,Dollars,200057.60996,102
Murray Hill/Stuyvesant,Families without Children,2007,Dollars,190399.3726,106
Upper West Side,Families without Children,2007,Dollars,188017.09251,107
Battery Park/Tribeca,Families with Children,2007,Dollars,184153.5138,101
Greenwich Village,Families with Children,2007,Dollars,184153.5138,102
Murray Hill/Stuyvesant,Families,2007,Dollars,183370.29843,106
Park Slope,Families with Children,2007,Dollars,182523.23398,306
Chelsea/Clinton,Families without Children,2007,Dollars,178609.99488,104
Midtown Business District,Families without Children,2007,Dollars,178609.99488,105
Chelsea/Clinton,Families,2007,Dollars,171044.58844,104
Midtown Business District,Families,2007,Dollars,171044.58844,105
Murray Hill/Stuyvesant,Families with Children,2007,Dollars,165333.64304,106
Chelsea/Clinton,Families with Children,2007,Dollars,156367.81346,104
Midtown Business District,Families with Children,2007,Dollars,156367.81346,105
Battery Park/Tribeca,All Households,2007,Dollars,148940.03727,101
Greenwich Village,All Households,2007,Dollars,148940.03727,102
Upper East Side,All Households,2007,Dollars,145932.03621,108
Park Slope,Families,2007,Dollars,145275.10013,306
Tottenville,Families without Children,2007,Dollars,138864.6526,503
Murray Hill/Stuyvesant,All Households,2007,Dollars,137523.82194,106
Tottenville,Families,2007,Dollars,132811.7599,503
Rego Park/Forest Hills,Families with Children,2007,Dollars,128715.48677,406
Tottenville,Families with Children,2007,Dollars,125124.33078,503
Upper West Side,All Households,2007,Dollars,123170.54896,107
Rego Park/Forest Hills,Families,2007,Dollars,118437.20391,406
Queens Village,Families without Children,2007,Dollars,117016.91661,413
Bayside,Families without Children,2007,Dollars,116203.905,411
Park Slope,Families without Children,2007,Dollars,116125.86725,306
Rego Park/Forest Hills,Families without Children,2007,Dollars,116013.77664,406
Queens Village,Families,2007,Dollars,115097.18763,413
Staten Island,Families without Children,2007,Dollars,113956.41742,36085
Chelsea/Clinton,All Households,2007,Dollars,112641.1264,104
Midtown Business District,All Households,2007,Dollars,112641.1264,105
South Beach,Families with Children,2007,Dollars,112388.56782,502
Queens Village,Families with Children,2007,Dollars,111568.46187,413
Staten Island,Families,2007,Dollars,111481.91089,36085
Bayside,Families,2007,Dollars,111479.07316,411
Tottenville,All Households,2007,Dollars,111227.93344,503
Staten Island,Families with Children,2007,Dollars,109505.42718,36085
South Beach,Families,2007,Dollars,109035.78173,502
Fresh Meadows/Briarwood,Families without Children,2007,Dollars,108507.96268,408
Manhattan,Families without Children,2007,Dollars,108343.37394,36061
Park Slope,All Households,2007,Dollars,108251.1475,306
Queens Village,All Households,2007,Dollars,106452.02233,413
South Beach,Families without Children,2007,Dollars,104957.95388,502
Bayside,Families with Children,2007,Dollars,102369.93788,411
Canarsie,Families without Children,2007,Dollars,101820.83579,318
Fort Greene/Brooklyn Hts,Families without Children,2007,Dollars,100186.29938,302
Bayside,All Households,2007,Dollars,99461.25761,411
St. George,Families without Children,2007,Dollars,99082.41974,501
Manhattan,Families,2007,Dollars,98188.53263,36061
Fresh Meadows/Briarwood,Families,2007,Dollars,97528.75881,408
Canarsie,Families,2007,Dollars,97148.50208,318
South Beach,All Households,2007,Dollars,97020.80392,502
St. George,Families,2007,Dollars,95382.01089,501
Howard Beach,Families without Children,2007,Dollars,95340.86371,410
Throgs Neck,Families with Children,2007,Dollars,95218.84102,210
Staten Island,All Households,2007,Dollars,95042.90134,36085
Fort Greene/Brooklyn Hts,Families,2007,Dollars,94384.54639,302
Throgs Neck,Families,2007,Dollars,93179.9271,210
Canarsie,Families with Children,2007,Dollars,92765.61752,318
Flushing,Families without Children,2007,Dollars,91573.76805,407
Manhattan,All Households,2007,Dollars,91115.47355,36061
Sunnyside/Woodside,Families without Children,2007,Dollars,90916.83197,402
Fort Greene/Brooklyn Hts,All Households,2007,Dollars,90872.84704,302
Queens,Families without Children,2007,Dollars,90330.83931,36081
Rego Park/Forest Hills,All Households,2007,Dollars,90047.06562,406
Howard Beach,Families,2007,Dollars,89773.22402,410
St. George,Families with Children,2007,Dollars,88538.80849,501
Throgs Neck,Families without Children,2007,Dollars,88255.03481,210
Fort Greene/Brooklyn Hts,Families with Children,2007,Dollars,87619.38175,302
Fresh Meadows/Briarwood,Families with Children,2007,Dollars,87474.65717,408
Canarsie,All Households,2007,Dollars,86640.36253,318
Manhattan,Families with Children,2007,Dollars,86546.71722,36061
Flushing,Families,2007,Dollars,86406.24924,407
Bay Ridge,Families without Children,2007,Dollars,86346.65677,310
Williamsbridge,Families without Children,2007,Dollars,85353.44888,212
Queens,Families,2007,Dollars,85252.70922,36081
Howard Beach,All Households,2007,Dollars,84937.72043,410
East Flatbush,Families without Children,2007,Dollars,83970.05216,317
Sheepshead Bay,Families with Children,2007,Dollars,83835.25966,315
Woodhaven,Families without Children,2007,Dollars,83707.5615,409
Ridgewood/Glendale,Families without Children,2007,Dollars,83567.09353,405
Jamaica/St. Albans,Families without Children,2007,Dollars,83138.59527,412
Woodhaven,Families,2007,Dollars,82964.07445,409
New York City,Families without Children,2007,Dollars,82734.21776,3651000
Riverdale,Families with Children,2007,Dollars,82554.02148,208
Ridgewood/Glendale,Families,2007,Dollars,81575.00227,405
Woodhaven,Families with Children,2007,Dollars,80490.98679,409
Howard Beach,Families with Children,2007,Dollars,80245.52255,410
Sheepshead Bay,Families,2007,Dollars,79635.40913,315
St. George,All Households,2007,Dollars,79450.95623,501
