Location,Race/Ethnicity,TimeFrame,DataFormat,Data,Fips
Ridgewood/Glendale,Combination or Another Race,2011,Percent,0.00694,405
Woodhaven,Combination or Another Race,2011,Percent,0.07085,409
Jamaica/St. Albans,Combination or Another Race,2011,Percent,0.05128,412
Howard Beach,Combination or Another Race,2011,Percent,0.13571,410
The Rockaways,Combination or Another Race,2011,Percent,0.01664,414
Bronx,Combination or Another Race,2011,Percent,0.01688,36005
Brooklyn,Combination or Another Race,2011,Percent,0.01514,36047
Manhattan,Combination or Another Race,2011,Percent,0.02313,36061
Queens,Combination or Another Race,2011,Percent,0.03372,36081
Staten Island,Combination or Another Race,2011,Percent,0.01268,36085
New York City,Combination or Another Race,2011,Percent,0.02191,3651000
Riverdale,Native American,2011,Percent,0.0007,208
Williamsbridge,Native American,2011,Percent,0.00468,212
Throgs Neck,Native American,2011,Percent,0.00256,210
Pelham Parkway,Native American,2011,Percent,0.00139,211
Morrisania,Native American,2011,Percent,0.00217,203
East Tremont,Native American,2011,Percent,0.00217,206
Bedford Park,Native American,2011,Percent,0.00094,207
University Heights,Native American,2011,Percent,0.00133,205
Concourse/Highbridge,Native American,2011,Percent,0.00331,204
Unionport/Soundview,Native American,2011,Percent,0.00208,209
Mott Haven,Native American,2011,Percent,0.00194,201
Hunts Point,Native American,2011,Percent,0.00194,202
Washington Heights,Native American,2011,Percent,0.00087,112
Manhattanville,Native American,2011,Percent,0.00077,109
Central Harlem,Native American,2011,Percent,0.00128,110
East Harlem,Native American,2011,Percent,0.00025,111
Upper East Side,Native American,2011,Percent,0.00073,108
Upper West Side,Native American,2011,Percent,0.00121,107
Chelsea/Clinton,Native American,2011,Percent,0.00238,104
Midtown Business District,Native American,2011,Percent,0.00238,105
Murray Hill/Stuyvesant,Native American,2011,Percent,0.0011,106
Lower East Side,Native American,2011,Percent,0.00202,103
Battery Park/Tribeca,Native American,2011,Percent,0.00069,101
Greenwich Village,Native American,2011,Percent,0.00069,102
Tottenville,Native American,2011,Percent,0.00063,503
South Beach,Native American,2011,Percent,0.0013,502
St. George,Native American,2011,Percent,0.00124,501
Williamsburg/Greenpoint,Native American,2011,Percent,0.00192,301
Bushwick,Native American,2011,Percent,0.00203,304
Bedford Stuyvesant,Native American,2011,Percent,0.0022,303
Fort Greene/Brooklyn Hts,Native American,2011,Percent,0.00122,302
Park Slope,Native American,2011,Percent,0.00327,306
Crown Heights North,Native American,2011,Percent,0.00115,308
Brownsville,Native American,2011,Percent,0.00216,316
East New York,Native American,2011,Percent,0.00131,305
Canarsie,Native American,2011,Percent,0.00132,318
East Flatbush,Native American,2011,Percent,0.00148,317
Crown Heights South,Native American,2011,Percent,0.00132,309
Sunset Park,Native American,2011,Percent,0.00406,307
Bay Ridge,Native American,2011,Percent,0.00106,310
Borough Park,Native American,2011,Percent,0.00047,312
Flatbush/Midwood,Native American,2011,Percent,0.0013,314
Sheepshead Bay,Native American,2011,Percent,0.00055,315
Bensonhurst,Native American,2011,Percent,0.00084,311
Coney Island,Native American,2011,Percent,0.00143,313
Astoria,Native American,2011,Percent,0.00197,401
Jackson Heights,Native American,2011,Percent,0.00122,403
Flushing,Native American,2011,Percent,0.00478,407
Bayside,Native American,2011,Percent,0.00229,411
Queens Village,Native American,2011,Percent,0.0027,413
Fresh Meadows/Briarwood,Native American,2011,Percent,0.00178,408
Elmhurst/Corona,Native American,2011,Percent,0.00066,404
Rego Park/Forest Hills,Native American,2011,Percent,0.00381,406
Sunnyside/Woodside,Native American,2011,Percent,0.00161,402
Ridgewood/Glendale,Native American,2011,Percent,0.00125,405
Woodhaven,Native American,2011,Percent,0.00311,409
Jamaica/St. Albans,Native American,2011,Percent,0.00411,412
Howard Beach,Native American,2011,Percent,0.00657,410
The Rockaways,Native American,2011,Percent,0.00022,414
Bronx,Native American,2011,Percent,0.00217,36005
Brooklyn,Native American,2011,Percent,0.00158,36047
Manhattan,Native American,2011,Percent,0.00113,36061
Queens,Native American,2011,Percent,0.00269,36081
Staten Island,Native American,2011,Percent,0.00105,36085
New York City,Native American,2011,Percent,0.00186,3651000
Battery Park/Tribeca,Asian and Pacific Islander,2022,Number,11666.61252,101
Greenwich Village,Asian and Pacific Islander,2022,Number,13758.38748,102
Lower East Side,Asian and Pacific Islander,2022,Number,45074.43067,103
Chelsea/Clinton,Asian and Pacific Islander,2022,Number,17741.75887,104
Midtown Business District,Asian and Pacific Islander,2022,Number,9508.28657,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2022,Number,23264.50481,106
Upper West Side,Asian and Pacific Islander,2022,Number,22479.83818,107
Upper East Side,Asian and Pacific Islander,2022,Number,22220.23901,108
Manhattanville,Asian and Pacific Islander,2022,Number,9893,109
Central Harlem,Asian and Pacific Islander,2022,Number,5311,110
East Harlem,Asian and Pacific Islander,2022,Number,10378.04979,111
Washington Heights,Asian and Pacific Islander,2022,Number,6644.14177,112
Mott Haven,Asian and Pacific Islander,2022,Number,846.97345,201
Hunts Point,Asian and Pacific Islander,2022,Number,456.96571,202
Morrisania,Asian and Pacific Islander,2022,Number,602.901,203
Concourse/Highbridge,Asian and Pacific Islander,2022,Number,1960.83169,204
University Heights,Asian and Pacific Islander,2022,Number,1634.89897,205
East Tremont,Asian and Pacific Islander,2022,Number,573.7125,206
Bedford Park,Asian and Pacific Islander,2022,Number,7646.19769,207
Riverdale,Asian and Pacific Islander,2022,Number,3936.85316,208
Unionport/Soundview,Asian and Pacific Islander,2022,Number,15936.93019,209
Throgs Neck,Asian and Pacific Islander,2022,Number,8606.48195,210
Pelham Parkway,Asian and Pacific Islander,2022,Number,9639.17174,211
Williamsbridge,Asian and Pacific Islander,2022,Number,3385.912,212
Williamsburg/Greenpoint,Asian and Pacific Islander,2022,Number,12404,301
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2022,Number,15882.62791,302
Bedford Stuyvesant,Asian and Pacific Islander,2022,Number,7288.57422,303
Bushwick,Asian and Pacific Islander,2022,Number,6644,304
East New York,Asian and Pacific Islander,2022,Number,10226.08374,305
Park Slope,Asian and Pacific Islander,2022,Number,9484.1556,306
Sunset Park,Asian and Pacific Islander,2022,Number,31430.70535,307
Crown Heights North,Asian and Pacific Islander,2022,Number,4258.52231,308
Crown Heights South,Asian and Pacific Islander,2022,Number,2337.4724,309
Bay Ridge,Asian and Pacific Islander,2022,Number,32234.03352,310
Bensonhurst,Asian and Pacific Islander,2022,Number,75971.03064,311
Borough Park,Asian and Pacific Islander,2022,Number,31992.55845,312
Coney Island,Asian and Pacific Islander,2022,Number,13768.27366,313
Flatbush/Midwood,Asian and Pacific Islander,2022,Number,18639.42097,314
Sheepshead Bay,Asian and Pacific Islander,2022,Number,32896.01744,315
Brownsville,Asian and Pacific Islander,2022,Number,1230.17924,316
East Flatbush,Asian and Pacific Islander,2022,Number,2668.18439,317
Canarsie,Asian and Pacific Islander,2022,Number,11437.04341,318
Astoria,Asian and Pacific Islander,2022,Number,26079.85629,401
Sunnyside/Woodside,Asian and Pacific Islander,2022,Number,42562.12595,402
Jackson Heights,Asian and Pacific Islander,2022,Number,30920.15794,403
Elmhurst/Corona,Asian and Pacific Islander,2022,Number,60727.49739,404
Ridgewood/Glendale,Asian and Pacific Islander,2022,Number,17534.17645,405
Rego Park/Forest Hills,Asian and Pacific Islander,2022,Number,36825.26335,406
Flushing,Asian and Pacific Islander,2022,Number,134582.55088,407
Fresh Meadows/Briarwood,Asian and Pacific Islander,2022,Number,53226.51501,408
Woodhaven,Asian and Pacific Islander,2022,Number,38858.83975,409
Howard Beach,Asian and Pacific Islander,2022,Number,35653.58511,410
Bayside,Asian and Pacific Islander,2022,Number,55416.71508,411
Jamaica/St. Albans,Asian and Pacific Islander,2022,Number,36882.85836,412
Queens Village,Asian and Pacific Islander,2022,Number,38845.15508,413
The Rockaways,Asian and Pacific Islander,2022,Number,5012.43487,414
St. George,Asian and Pacific Islander,2022,Number,18725,501
South Beach,Asian and Pacific Islander,2022,Number,25874.71446,502
Tottenville,Asian and Pacific Islander,2022,Number,11445.98184,503
Bronx,Asian and Pacific Islander,2022,Number,54920,36005
Brooklyn,Asian and Pacific Islander,2022,Number,320195,36047
Manhattan,Asian and Pacific Islander,2022,Number,197922,36061
Queens,Asian and Pacific Islander,2022,Number,612398,36081
Staten Island,Asian and Pacific Islander,2022,Number,56176,36085
New York City,Asian and Pacific Islander,2022,Number,1241611,3651000
Battery Park/Tribeca,Black,2022,Number,2409.03503,101
Greenwich Village,Black,2022,Number,2840.96497,102
Lower East Side,Black,2022,Number,13433.48261,103
Chelsea/Clinton,Black,2022,Number,6199.45423,104
Midtown Business District,Black,2022,Number,2723.42135,105
Murray Hill/Stuyvesant,Black,2022,Number,6663.56117,106
Upper West Side,Black,2022,Number,13149.87363,107
Upper East Side,Black,2022,Number,6623.6469,108
Manhattanville,Black,2022,Number,24629,109
Central Harlem,Black,2022,Number,71214,110
East Harlem,Black,2022,Number,39018.20236,111
Washington Heights,Black,2022,Number,14156.86119,112
Mott Haven,Black,2022,Number,25376.31139,201
Hunts Point,Black,2022,Number,13691.22512,202
Morrisania,Black,2022,Number,30208.92317,203
Concourse/Highbridge,Black,2022,Number,48015.05931,204
University Heights,Black,2022,Number,34765.61728,205
East Tremont,Black,2022,Number,28746.40594,206
Bedford Park,Black,2022,Number,18439.49002,207
Riverdale,Black,2022,Number,13443.32644,208
Unionport/Soundview,Black,2022,Number,46907.19697,209
Throgs Neck,Black,2022,Number,29906.80849,210
Pelham Parkway,Black,2022,Number,25503.08936,211
Williamsbridge,Black,2022,Number,94629.57846,212
Williamsburg/Greenpoint,Black,2022,Number,12794,301
Fort Greene/Brooklyn Hts,Black,2022,Number,24083.16901,302
Bedford Stuyvesant,Black,2022,Number,84002.78046,303
Bushwick,Black,2022,Number,19172,304
East New York,Black,2022,Number,107752.75186,305
Park Slope,Black,2022,Number,11180.65165,306
Sunset Park,Black,2022,Number,3677.85986,307
Crown Heights North,Black,2022,Number,50202.80414,308
Crown Heights South,Black,2022,Number,54838.89594,309
Bay Ridge,Black,2022,Number,3220.46553,310
Bensonhurst,Black,2022,Number,2006.46063,311
Borough Park,Black,2022,Number,5598.20974,312
Coney Island,Black,2022,Number,12496.36663,313
Flatbush/Midwood,Black,2022,Number,54107.5184,314
Sheepshead Bay,Black,2022,Number,7331.68807,315
Brownsville,Black,2022,Number,61965.33462,316
East Flatbush,Black,2022,Number,126958.74205,317
Canarsie,Black,2022,Number,118348.18813,318
Astoria,Black,2022,Number,10666.43692,401
Sunnyside/Woodside,Black,2022,Number,2604.96522,402
Jackson Heights,Black,2022,Number,9195.32165,403
Elmhurst/Corona,Black,2022,Number,8023.75158,404
Ridgewood/Glendale,Black,2022,Number,3104.55493,405
Rego Park/Forest Hills,Black,2022,Number,3715.36544,406
Flushing,Black,2022,Number,4103.55733,407
Fresh Meadows/Briarwood,Black,2022,Number,21714.5792,408
Woodhaven,Black,2022,Number,9997.99484,409
Howard Beach,Black,2022,Number,17919.10279,410
Bayside,Black,2022,Number,2579.72814,411
Jamaica/St. Albans,Black,2022,Number,146297.56383,412
Queens Village,Black,2022,Number,107919.06323,413
The Rockaways,Black,2022,Number,46474.76016,414
St. George,Black,2022,Number,38725,501
South Beach,Black,2022,Number,4840.63295,502
Tottenville,Black,2022,Number,1034.44438,503
Bronx,Black,2022,Number,408777,36005
Brooklyn,Black,2022,Number,759133,36047
Manhattan,Black,2022,Number,203409,36061
Queens,Black,2022,Number,394824,36081
Staten Island,Black,2022,Number,44626,36085
New York City,Black,2022,Number,1810769,3651000
Battery Park/Tribeca,Hispanic or Latino,2022,Number,6733.8265,101
Greenwich Village,Hispanic or Latino,2022,Number,7941.1735,102
Lower East Side,Hispanic or Latino,2022,Number,38886.61056,103
Chelsea/Clinton,Hispanic or Latino,2022,Number,22640.55724,104
Midtown Business District,Hispanic or Latino,2022,Number,5423.01098,105
Murray Hill/Stuyvesant,Hispanic or Latino,2022,Number,13268.81179,106
Upper West Side,Hispanic or Latino,2022,Number,35325.74289,107
Upper East Side,Hispanic or Latino,2022,Number,19686.70154,108
Manhattanville,Hispanic or Latino,2022,Number,45988,109
Central Harlem,Hispanic or Latino,2022,Number,32170,110
East Harlem,Hispanic or Latino,2022,Number,54340.91575,111
Washington Heights,Hispanic or Latino,2022,Number,139909.724,112
Mott Haven,Hispanic or Latino,2022,Number,71164.11369,201
Hunts Point,Hispanic or Latino,2022,Number,38395.01676,202
Morrisania,Hispanic or Latino,2022,Number,55161.54667,203
Concourse/Highbridge,Hispanic or Latino,2022,Number,93961.06888,204
University Heights,Hispanic or Latino,2022,Number,91580.5397,205
East Tremont,Hispanic or Latino,2022,Number,52490.98765,206
Bedford Park,Hispanic or Latino,2022,Number,104689.55239,207
Riverdale,Hispanic or Latino,2022,Number,49995.28208,208
Unionport/Soundview,Hispanic or Latino,2022,Number,100903.97309,209
Throgs Neck,Hispanic or Latino,2022,Number,56310.16329,210
Pelham Parkway,Hispanic or Latino,2022,Number,53044.422,211
Williamsbridge,Hispanic or Latino,2022,Number,47668.23003,212
Williamsburg/Greenpoint,Hispanic or Latino,2022,Number,47990,301
Fort Greene/Brooklyn Hts,Hispanic or Latino,2022,Number,16320.61483,302
Bedford Stuyvesant,Hispanic or Latino,2022,Number,32361.79289,303
Bushwick,Hispanic or Latino,2022,Number,58165,304
East New York,Hispanic or Latino,2022,Number,69917.13582,305
Park Slope,Hispanic or Latino,2022,Number,17272.7924,306
Sunset Park,Hispanic or Latino,2022,Number,50543.42004,307
Crown Heights North,Hispanic or Latino,2022,Number,15090.88969,308
Crown Heights South,Hispanic or Latino,2022,Number,11590.56172,309
Bay Ridge,Hispanic or Latino,2022,Number,22996.08916,310
Bensonhurst,Hispanic or Latino,2022,Number,30931.34868,311
Borough Park,Hispanic or Latino,2022,Number,23639.16285,312
Coney Island,Hispanic or Latino,2022,Number,16903.40451,313
Flatbush/Midwood,Hispanic or Latino,2022,Number,24758.66333,314
Sheepshead Bay,Hispanic or Latino,2022,Number,15773.51418,315
Brownsville,Hispanic or Latino,2022,Number,22484.78206,316
East Flatbush,Hispanic or Latino,2022,Number,11331.6737,317
Canarsie,Hispanic or Latino,2022,Number,17291.62511,318
Astoria,Hispanic or Latino,2022,Number,47080.35981,401
Sunnyside/Woodside,Hispanic or Latino,2022,Number,38637.64565,402
Jackson Heights,Hispanic or Latino,2022,Number,99894.58514,403
Elmhurst/Corona,Hispanic or Latino,2022,Number,92668.10502,404
Ridgewood/Glendale,Hispanic or Latino,2022,Number,70653.4691,405
Rego Park/Forest Hills,Hispanic or Latino,2022,Number,22529.64459,406
Flushing,Hispanic or Latino,2022,Number,43875.42604,407
Fresh Meadows/Briarwood,Hispanic or Latino,2022,Number,32117.75775,408
Woodhaven,Hispanic or Latino,2022,Number,63093.53646,409
Howard Beach,Hispanic or Latino,2022,Number,33740.87747,410
Bayside,Hispanic or Latino,2022,Number,17395.93676,411
Jamaica/St. Albans,Hispanic or Latino,2022,Number,41619.48595,412
Queens Village,Hispanic or Latino,2022,Number,27704.20216,413
The Rockaways,Hispanic or Latino,2022,Number,31637.43301,414
St. George,Hispanic or Latino,2022,Number,52159,501
South Beach,Hispanic or Latino,2022,Number,20130.19175,502
Tottenville,Hispanic or Latino,2022,Number,20035.9759,503
Bronx,Hispanic or Latino,2022,Number,814017,36005
Brooklyn,Hispanic or Latino,2022,Number,506473,36047
Manhattan,Hispanic or Latino,2022,Number,428297,36061
Queens,Hispanic or Latino,2022,Number,661807,36081
Staten Island,Hispanic or Latino,2022,Number,92411,36085
New York City,Hispanic or Latino,2022,Number,2503005,3651000
Battery Park/Tribeca,White,2022,Number,48568.89946,101
Greenwich Village,White,2022,Number,57277.10054,102
Lower East Side,White,2022,Number,53291.72596,103
Chelsea/Clinton,White,2022,Number,66013.36568,104
Midtown Business District,White,2022,Number,35506.98275,105
Murray Hill/Stuyvesant,White,2022,Number,86877.10084,106
Upper West Side,White,2022,Number,138225.65754,107
Upper East Side,White,2022,Number,154664.29632,108
Manhattanville,White,2022,Number,29365,109
Central Harlem,White,2022,Number,20725,110
East Harlem,White,2022,Number,18103.89772,111
Washington Heights,White,2022,Number,38007.43072,112
Mott Haven,White,2022,Number,2790.14182,201
Hunts Point,White,2022,Number,1505.35904,202
Morrisania,White,2022,Number,3195.7388,203
Concourse/Highbridge,White,2022,Number,5556.84808,204
University Heights,White,2022,Number,2242.28577,205
East Tremont,White,2022,Number,3041.02216,206
Bedford Park,White,2022,Number,7363.58031,207
Riverdale,White,2022,Number,33590.31543,208
Unionport/Soundview,White,2022,Number,3751.52694,209
Throgs Neck,White,2022,Number,29305.11551,210
Pelham Parkway,White,2022,Number,23117.11686,211
Williamsbridge,White,2022,Number,9843.45339,212
Williamsburg/Greenpoint,White,2022,Number,119662,301
Fort Greene/Brooklyn Hts,White,2022,Number,63396.05985,302
Bedford Stuyvesant,White,2022,Number,50580.20916,303
Bushwick,White,2022,Number,26408,304
East New York,White,2022,Number,6836.58934,305
Park Slope,White,2022,Number,72620.9759,306
Sunset Park,White,2022,Number,34557.53392,307
Crown Heights North,White,2022,Number,32693.11357,308
Crown Heights South,White,2022,Number,28651.86858,309
Bay Ridge,White,2022,Number,67284.32819,310
Bensonhurst,White,2022,Number,72805.57103,311
Borough Park,White,2022,Number,117703.92135,312
Coney Island,White,2022,Number,57881.84934,313
Flatbush/Midwood,White,2022,Number,61259.30058,314
Sheepshead Bay,White,2022,Number,100275.8924,315
Brownsville,White,2022,Number,4528.98931,316
East Flatbush,White,2022,Number,6450.4777,317
Canarsie,White,2022,Number,43142.02439,318
Astoria,White,2022,Number,82235.14968,401
Sunnyside/Woodside,White,2022,Number,36002.62314,402
Jackson Heights,White,2022,Number,17991.02089,403
Elmhurst/Corona,White,2022,Number,9724.12948,404
Ridgewood/Glendale,White,2022,Number,87416.47569,405
Rego Park/Forest Hills,White,2022,Number,53285.23153,406
Flushing,White,2022,Number,60743.39498,407
Fresh Meadows/Briarwood,White,2022,Number,47720.99314,408
Woodhaven,White,2022,Number,25528.85085,409
Howard Beach,White,2022,Number,27017.11952,410
Bayside,White,2022,Number,44218.91722,411
Jamaica/St. Albans,White,2022,Number,6531.25665,412
Queens Village,White,2022,Number,19090.79368,413
The Rockaways,White,2022,Number,45576.86139,414
St. George,White,2022,Number,66832,501
South Beach,White,2022,Number,86675.96789,502
Tottenville,White,2022,Number,132089.43429,503
Bronx,White,2022,Number,123902,36005
Brooklyn,White,2022,Number,966614,36047
Manhattan,White,2022,Number,749800,36061
Queens,White,2022,Number,560919,36081
Staten Island,White,2022,Number,285903,36085
New York City,White,2022,Number,2687138,3651000
Battery Park/Tribeca,Combination or Another Race,2022,Number,3165.2426,101
Greenwich Village,Combination or Another Race,2022,Number,3732.7574,102
Lower East Side,Combination or Another Race,2022,Number,6465.71926,103
Chelsea/Clinton,Combination or Another Race,2022,Number,5713.74056,104
Midtown Business District,Combination or Another Race,2022,Number,2522.43085,105
Murray Hill/Stuyvesant,Combination or Another Race,2022,Number,6171.78544,106
Upper West Side,Combination or Another Race,2022,Number,9212.13946,107
Upper East Side,Combination or Another Race,2022,Number,6954.28151,108
Manhattanville,Combination or Another Race,2022,Number,4522,109
Central Harlem,Combination or Another Race,2022,Number,6342,110
East Harlem,Combination or Another Race,2022,Number,4465.01006,111
Washington Heights,Combination or Another Race,2022,Number,5286.86988,112
Mott Haven,Combination or Another Race,2022,Number,1476.35253,201
Hunts Point,Combination or Another Race,2022,Number,796.53321,202
Morrisania,Combination or Another Race,2022,Number,2207.00193,203
Concourse/Highbridge,Combination or Another Race,2022,Number,2917.91612,204
University Heights,Combination or Another Race,2022,Number,2900.12643,205
East Tremont,Combination or Another Race,2022,Number,2100.15343,206
Bedford Park,Combination or Another Race,2022,Number,2239.19924,207
Riverdale,Combination or Another Race,2022,Number,3326.94799,208
Unionport/Soundview,Combination or Another Race,2022,Number,6109.34146,209
Throgs Neck,Combination or Another Race,2022,Number,3497.52567,210
Pelham Parkway,Combination or Another Race,2022,Number,3666.87334,211
Williamsbridge,Combination or Another Race,2022,Number,7363.77377,212
Williamsburg/Greenpoint,Combination or Another Race,2022,Number,8533,301
Fort Greene/Brooklyn Hts,Combination or Another Race,2022,Number,8705.75391,302
Bedford Stuyvesant,Combination or Another Race,2022,Number,9249.10206,303
Bushwick,Combination or Another Race,2022,Number,4512,304
East New York,Combination or Another Race,2022,Number,9108.83171,305
Park Slope,Combination or Another Race,2022,Number,7260.9249,306
Sunset Park,Combination or Another Race,2022,Number,3418.78547,307
Crown Heights North,Combination or Another Race,2022,Number,7229.53811,308
Crown Heights South,Combination or Another Race,2022,Number,4416.13138,309
Bay Ridge,Combination or Another Race,2022,Number,3336.96554,310
Bensonhurst,Combination or Another Race,2022,Number,6444.11445,311
Borough Park,Combination or Another Race,2022,Number,8363.15538,312
Coney Island,Combination or Another Race,2022,Number,4668.1388,313
Flatbush/Midwood,Combination or Another Race,2022,Number,7902.62811,314
Sheepshead Bay,Combination or Another Race,2022,Number,6821.79305,315
Brownsville,Combination or Another Race,2022,Number,3761.93637,316
East Flatbush,Combination or Another Race,2022,Number,9940.81162,317
Canarsie,Combination or Another Race,2022,Number,9945.38563,318
Astoria,Combination or Another Race,2022,Number,8242.9882,401
Sunnyside/Woodside,Combination or Another Race,2022,Number,4584.73879,402
Jackson Heights,Combination or Another Race,2022,Number,3996.22409,403
Elmhurst/Corona,Combination or Another Race,2022,Number,2967.44332,404
Ridgewood/Glendale,Combination or Another Race,2022,Number,4934.09579,405
Rego Park/Forest Hills,Combination or Another Race,2022,Number,7159.93459,406
Flushing,Combination or Another Race,2022,Number,5060.7887,407
Fresh Meadows/Briarwood,Combination or Another Race,2022,Number,8289.44228,408
Woodhaven,Combination or Another Race,2022,Number,13905.61578,409
Howard Beach,Combination or Another Race,2022,Number,21510.26846,410
Bayside,Combination or Another Race,2022,Number,3270.85158,411
Jamaica/St. Albans,Combination or Another Race,2022,Number,22860.88964,412
Queens Village,Combination or Another Race,2022,Number,12478.06685,413
The Rockaways,Combination or Another Race,2022,Number,5483.38177,414
St. George,Combination or Another Race,2022,Number,5977,501
South Beach,Combination or Another Race,2022,Number,3590.69959,502
Tottenville,Combination or Another Race,2022,Number,3533.93437,503
Bronx,Combination or Another Race,2022,Number,38388,36005
Brooklyn,Combination or Another Race,2022,Number,123588,36047
Manhattan,Combination or Another Race,2022,Number,64802,36061
Queens,Combination or Another Race,2022,Number,124627,36081
Staten Island,Combination or Another Race,2022,Number,13117,36085
New York City,Combination or Another Race,2022,Number,364522,3651000
Battery Park/Tribeca,Native American,2022,Number,37.62683,101
Greenwich Village,Native American,2022,Number,44.37317,102
Lower East Side,Native American,2022,Number,250.51493,103
Chelsea/Clinton,Native American,2022,Number,27.43571,104
Midtown Business District,Native American,2022,Number,44.50504,105
Murray Hill/Stuyvesant,Native American,2022,Number,108.8932,106
Upper West Side,Native American,2022,Number,74.25951,107
Upper East Side,Native American,2022,Number,117.51471,108
Manhattanville,Native American,2022,Number,216,109
Central Harlem,Native American,2022,Number,122,110
East Harlem,Native American,2022,Number,69.52961,111
Washington Heights,Native American,2022,Number,502.05697,112
Mott Haven,Native American,2022,Number,199.8832,201
Hunts Point,Native American,2022,Number,107.84254,202
Morrisania,Native American,2022,Number,177.07945,203
Concourse/Highbridge,Native American,2022,Number,367.34568,204
University Heights,Native American,2022,Number,139.71837,205
East Tremont,Native American,2022,Number,168.50643,206
Bedford Park,Native American,2022,Number,395.45729,207
Riverdale,Native American,2022,Number,26.47158,208
Unionport/Soundview,Native American,2022,Number,523.39852,209
Throgs Neck,Native American,2022,Number,4.94001,210
Pelham Parkway,Native American,2022,Number,234.76634,211
Williamsbridge,Native American,2022,Number,899.11271,212
Williamsburg/Greenpoint,Native American,2022,Number,152,301
Fort Greene/Brooklyn Hts,Native American,2022,Number,265.84787,302
Bedford Stuyvesant,Native American,2022,Number,131.84248,303
Bushwick,Native American,2022,Number,123,304
East New York,Native American,2022,Number,47.66942,305
Park Slope,Native American,2022,Number,95.76994,306
Sunset Park,Native American,2022,Number,361.7077,307
Crown Heights North,Native American,2022,Number,252.72539,308
Crown Heights South,Native American,2022,Number,37.70117,309
Bay Ridge,Native American,2022,Number,161.07393,310
Bensonhurst,Native American,2022,Number,654.1282,311
Borough Park,Native American,2022,Number,147.37268,312
Coney Island,Native American,2022,Number,161.26821,313
Flatbush/Midwood,Native American,2022,Number,57.75738,314
Sheepshead Bay,Native American,2022,Number,206.65806,315
Brownsville,Native American,2022,Number,200.68807,316
East Flatbush,Native American,2022,Number,392.32043,317
Canarsie,Native American,2022,Number,168.07412,318
Astoria,Native American,2022,Number,311.97952,401
Sunnyside/Woodside,Native American,2022,Number,217.4144,402
Jackson Heights,Native American,2022,Number,156.24335,403
Elmhurst/Corona,Native American,2022,Number,375.53747,404
Ridgewood/Glendale,Native American,2022,Number,141.11613,405
Rego Park/Forest Hills,Native American,2022,Number,105.08513,406
Flushing,Native American,2022,Number,426.87345,407
Fresh Meadows/Briarwood,Native American,2022,Number,372.89209,408
Woodhaven,Native American,2022,Number,390.46019,409
Howard Beach,Native American,2022,Number,1436.26775,410
Bayside,Native American,2022,Number,317.59719,411
Jamaica/St. Albans,Native American,2022,Number,1748.89335,412
Queens Village,Native American,2022,Number,201.56493,413
The Rockaways,Native American,2022,Number,40.99538,414
St. George,Native American,2022,Number,420,501
South Beach,Native American,2022,Number,149.15673,502
Tottenville,Native American,2022,Number,122.17058,503
Bronx,Native American,2022,Number,3225,36005
Brooklyn,Native American,2022,Number,3617,36047
Manhattan,Native American,2022,Number,1637,36061
Queens,Native American,2022,Number,6251,36081
Staten Island,Native American,2022,Number,692,36085
New York City,Native American,2022,Number,15422,3651000
Battery Park/Tribeca,Asian and Pacific Islander,2022,Percent,0.16074,101
Greenwich Village,Asian and Pacific Islander,2022,Percent,0.16074,102
Lower East Side,Asian and Pacific Islander,2022,Percent,0.28636,103
Chelsea/Clinton,Asian and Pacific Islander,2022,Percent,0.14993,104
Midtown Business District,Asian and Pacific Islander,2022,Percent,0.14993,105
Murray Hill/Stuyvesant,Asian and Pacific Islander,2022,Percent,0.17062,106
Upper West Side,Asian and Pacific Islander,2022,Percent,0.1029,107
Upper East Side,Asian and Pacific Islander,2022,Percent,0.10568,108
Manhattanville,Asian and Pacific Islander,2022,Percent,0.08632,109
Central Harlem,Asian and Pacific Islander,2022,Percent,0.03908,110
East Harlem,Asian and Pacific Islander,2022,Percent,0.08212,111
Washington Heights,Asian and Pacific Islander,2022,Percent,0.03249,112
Mott Haven,Asian and Pacific Islander,2022,Percent,0.00832,201
Hunts Point,Asian and Pacific Islander,2022,Percent,0.00832,202
Morrisania,Asian and Pacific Islander,2022,Percent,0.01283,203
Concourse/Highbridge,Asian and Pacific Islander,2022,Percent,0.01283,204
University Heights,Asian and Pacific Islander,2022,Percent,0.01227,205
East Tremont,Asian and Pacific Islander,2022,Percent,0.00659,206
Bedford Park,Asian and Pacific Islander,2022,Percent,0.05432,207
Riverdale,Asian and Pacific Islander,2022,Percent,0.03774,208
Unionport/Soundview,Asian and Pacific Islander,2022,Percent,0.09152,209
Throgs Neck,Asian and Pacific Islander,2022,Percent,0.06743,210
Pelham Parkway,Asian and Pacific Islander,2022,Percent,0.08367,211
Williamsbridge,Asian and Pacific Islander,2022,Percent,0.02067,212
Williamsburg/Greenpoint,Asian and Pacific Islander,2022,Percent,0.06155,301
Fort Greene/Brooklyn Hts,Asian and Pacific Islander,2022,Percent,0.12345,302
Bedford Stuyvesant,Asian and Pacific Islander,2022,Percent,0.0397,303
Bushwick,Asian and Pacific Islander,2022,Percent,0.05776,304
East New York,Asian and Pacific Islander,2022,Percent,0.05016,305
